PG.ProteinGroups,PG.ProteinAccessions,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.FastaFiles,PG.Qvalue,PG.Cscore,Q2305_FS_230428_NoRNA_str_AMP_1_052.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_AMP_2_055.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_AMP_3_058.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_Beads_1_031.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_Beads_2_034.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_Beads_3_038.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_K57A_1_041.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_K57A_2_044.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_K57A_3_048.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_AMP_1_021.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_AMP_2_024.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_AMP_3_028.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_Beads_1_002.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_Beads_2_005.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_Beads_3_008.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_K57A_1_011.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_K57A_2_015.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_K57A_3_018.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_AMP_1_052.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_AMP_2_055.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_AMP_3_058.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_Beads_1_031.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_Beads_2_034.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_Beads_3_038.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_K57A_1_041.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_K57A_2_044.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_K57A_3_048.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_AMP_1_021.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_AMP_2_024.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_AMP_3_028.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_Beads_1_002.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_Beads_2_005.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_Beads_3_008.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_K57A_1_011.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_K57A_2_015.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_K57A_3_018.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_AMP_1_052.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_AMP_2_055.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_AMP_3_058.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_Beads_1_031.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_Beads_2_034.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_Beads_3_038.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_K57A_1_041.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_K57A_2_044.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_K57A_3_048.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_AMP_1_021.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_AMP_2_024.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_AMP_3_028.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_Beads_1_002.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_Beads_2_005.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_Beads_3_008.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_K57A_1_011.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_K57A_2_015.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_K57A_3_018.raw.PG.Quantity
P13667,P13667,PDIA4,Protein disulfide-isomerase A4,P13667,PDIA4_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,40.907417,0,0,2,2,3,0,4,3,9,2,0,2,2,3,3,8,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,NaN,1012.1736450195312,220.65170288085938,34.997074127197266,NaN,7606.03173828125,5108.02490234375,5545.69775390625,2990.582763671875,NaN,6253.04541015625,1199.47607421875,10.979498863220215,7.938165664672852,1925.1275634765625,938.5095825195312,NaN
P13674,P13674,P4HA1,Prolyl 4-hydroxylase subunit alpha-1,P13674,P4HA1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,50.28142,2,3,3,7,9,6,9,9,9,3,2,2,9,9,8,8,8,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19227.416015625,7631.9189453125,7898.78564453125,1303.02685546875,3123.11181640625,4135.94580078125,10412.30859375,7528.9033203125,6115.92041015625,5615.736328125,960.4801025390625,5402.18994140625,3384.4228515625,2905.00146484375,2437.555419921875,3898.906005859375,3616.67529296875,3201.62646484375
P13693,P13693,TPT1,Translationally-controlled tumor protein,P13693,TCTP_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,54.170357,1,1,2,2,5,1,3,2,5,1,1,2,3,1,2,5,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19683.19140625,19139.501953125,41284.84375,14278.7421875,21772.48046875,10800.109375,18139.759765625,14916.607421875,35146.6171875,17076.46484375,15926.4970703125,16889.44921875,13654.8330078125,11851.498046875,13944.7509765625,29445.4375,11345.90234375,11157.0263671875
P13797,P13797,PLS3,Plastin-3,P13797,PLST_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,58.115715,41,52,58,79,85,83,83,75,83,22,18,27,48,45,44,58,32,38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,46992.81640625,87298.0625,138816.296875,213158.25,338631.28125,199389.890625,194516.390625,117096.0625,121156.40625,9416.4130859375,5130.74365234375,11719.1943359375,24753.93359375,23330.19921875,18509.9140625,32543.853515625,7903.49951171875,8055.00537109375
P13804,P13804,ETFA,"Electron transfer flavoprotein subunit alpha, mitochondrial",P13804,ETFA_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,58.02422,7,6,8,13,13,13,14,13,14,11,10,12,16,15,15,15,11,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20161.0625,23169.431640625,40327.3046875,38054.05078125,32552.837890625,29355.91796875,47276.62109375,37255.890625,56038.66015625,21385.7265625,22432.625,34349.36328125,45104.46484375,40048.40234375,49781.0703125,49729.09765625,29014.494140625,33575.26953125
P13807,P13807,GYS1,"Glycogen [starch] synthase, muscle",P13807,GYS1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,50.44486,1,0,1,3,3,4,3,2,4,2,3,0,5,5,5,5,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6243.8916015625,NaN,5223.70556640625,29227.03515625,32851.25390625,36847.5546875,4423.310546875,5397.232421875,5288.1162109375,8555.4482421875,3534.3798828125,NaN,16065.234375,14555.0107421875,12413.748046875,8045.11572265625,5514.81884765625,3380.208251953125
P13861,P13861,PRKAR2A,cAMP-dependent protein kinase type II-alpha regulatory subunit,P13861,KAP2_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,58.673977,2,5,5,5,7,4,8,5,8,6,6,6,5,3,6,8,8,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14203.103515625,10814.4091796875,8023.55712890625,16543.140625,9634.1884765625,9243.37890625,11758.4404296875,9656.748046875,13285.326171875,11583.23828125,9567.4765625,16053.130859375,19717.947265625,23713.57421875,19612.94921875,12490.9560546875,9583.685546875,13404.8310546875
P13984,P13984,GTF2F2,General transcription factor IIF subunit 2,P13984,T2FB_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,45.975704,1,1,1,1,1,0,2,2,2,2,2,1,2,1,0,2,2,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1881.148681640625,2172.830322265625,2797.62890625,609.0010375976562,883.778076171875,NaN,3863.3564453125,4231.4619140625,3669.008544921875,5286.10888671875,4346.783203125,2919.734619140625,3039.791748046875,908.1248779296875,NaN,3629.05322265625,3826.526123046875,3898.181884765625
P13987,P13987,CD59,CD59 glycoprotein,P13987,CD59_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0.0006618133686300463,39.073982,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4328.22705078125,NaN,757.3377075195312,15753.4384765625,12517.673828125,14920.703125,1120.722412109375,1969.818115234375,3590.4033203125,2258.1279296875,2757.329345703125,NaN,18470.50390625,19407.046875,8539.216796875,4053.8974609375,2856.679443359375,NaN
P13995,P13995,MTHFD2,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",P13995,MTDC_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,53.448822,6,9,7,15,17,13,19,16,16,11,16,12,19,13,17,20,17,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,67100.5390625,49196.80859375,51767.30078125,125945.703125,91396.5390625,127996.5625,164457.234375,151662.6875,138048.90625,98275.5703125,87674.28125,94572.1953125,133615.46875,134451.59375,118299.84375,123367.6640625,115688.8671875,112154.765625
P14174,P14174,MIF,Macrophage migration inhibitory factor,P14174,MIF_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,51.253624,3,3,4,3,3,4,4,3,4,3,3,3,4,4,4,4,3,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,89794.1484375,199171.765625,847032.75,216873.609375,123409.40625,151564.953125,301171.65625,199659.1875,891619.1875,254966.953125,169646.703125,504700.3125,345880.6875,351967.5,303987.96875,1126381.75,219127.875,174779.984375
P14314,P14314,PRKCSH,Glucosidase 2 subunit beta,P14314,GLU2B_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,53.17925,11,14,16,26,26,26,22,24,24,15,13,19,26,25,25,23,20,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72359.03125,73044.5625,87363.8515625,259211.984375,225614.1875,244075.203125,137301.3125,128090.7109375,140206.28125,48706.46484375,26920.18359375,65816.9921875,175395.8125,202379.359375,199866.25,112689.8125,56638.44140625,79757.0859375
P14324,P14324,FDPS,Farnesyl pyrophosphate synthase,P14324,FPPS_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,50.117016,0,0,2,2,4,2,2,3,6,0,0,2,3,1,2,6,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,NaN,42981.921875,3603.89697265625,6612.1826171875,3751.98779296875,8883.4755859375,3378.14208984375,38543.1328125,NaN,NaN,999.5735473632812,1637.71533203125,2052.673583984375,3230.12744140625,8826.9052734375,NaN,NaN
P14406,P14406,COX7A2,"Cytochrome c oxidase subunit 7A2, mitochondrial",P14406,CX7A2_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,40.91643,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,148751.90625,115167.1171875,124542.0625,204952.53125,179098.34375,176213.078125,207434.640625,140137.96875,137764.125,88223.546875,98971.765625,92990.6875,108068.375,113328.515625,104421.9375,109474.421875,32423.27734375,85580.6171875
P14550,P14550,AKR1A1,Aldo-keto reductase family 1 member A1,P14550,AK1A1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0.0006618133686300463,39.23724,0,0,1,0,0,0,0,0,2,0,0,0,2,1,2,2,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,NaN,76619.2421875,NaN,NaN,NaN,NaN,NaN,52714.92578125,NaN,NaN,NaN,59831.4765625,31605.16796875,46112.12109375,37961.4453125,NaN,NaN
P14618,P14618,PKM,Pyruvate kinase PKM,P14618,KPYM_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,55.390068,10,15,33,24,32,19,43,30,49,10,9,25,22,21,21,46,16,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40798.37890625,39566.0546875,150072.28125,40720.734375,65674.1875,23527.044921875,61046.22265625,32509.3828125,235038.734375,23855.005859375,10384.935546875,50340.53515625,26318.8203125,28512.970703125,21420.8984375,173106.09375,12399.9384765625,14439.587890625
P14625,P14625,HSP90B1,Endoplasmin,P14625,ENPL_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,54.160206,25,33,38,47,50,47,60,57,60,38,37,42,52,49,52,60,50,54,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,167862.234375,160299.984375,241611.5625,333124.8125,261988.65625,271890.40625,339485.40625,303007.28125,457985.4375,165289.59375,108044.609375,196534.453125,280506.875,294174.71875,293552.65625,345883.4375,188198.90625,221666.640625
P14635,P14635,CCNB1,G2/mitotic-specific cyclin-B1,P14635,CCNB1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,53.988808,0,1,0,1,3,2,3,2,1,3,2,2,1,1,2,3,3,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,3.466653347015381,NaN,694.9151611328125,2835.287109375,599.765869140625,309.1341552734375,2744.974609375,10535.4013671875,924.9439086914062,6578.3984375,2405.473876953125,598.7052001953125,1979.3662109375,1591.5714111328125,929.4124755859375,126.39749908447266,1056.1331787109375
P14649,P14649,MYL6B,Myosin light chain 6B,P14649,MYL6B_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,41.92808,2,3,2,4,4,4,4,3,4,2,2,3,4,4,4,3,3,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,79140.1328125,35456.1953125,35169.1328125,173088.015625,205754.28125,141225.921875,94373.421875,71488.28125,87175.9375,1408.0125732421875,1345.4781494140625,15535.876953125,55263.91796875,65425.2109375,54813.890625,22179.869140625,20484.677734375,26891.978515625
P14678;P63162,P14678;P63162,SNRPB;SNRPN,Small nuclear ribonucleoprotein-associated proteins B and B';Small nuclear ribonucleoprotein-associated protein N,P14678;P63162,RSMB_HUMAN;RSMN_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,52.488396,11,13,14,16,17,16,17,16,16,17,17,17,17,16,17,17,17,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,175726.453125,189727.015625,190083.59375,88861.671875,114242.8359375,126512.515625,131720.578125,152804.734375,156945.171875,725815.125,685310.75,552715.1875,249956.609375,258538.109375,219765.140625,261022.3125,321581.5,323908.25
P14735,P14735,IDE,Insulin-degrading enzyme,P14735,IDE_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,49.57631,6,10,7,22,25,22,17,13,19,2,3,5,13,16,13,8,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25966.255859375,18696.7421875,17800.93359375,32220.908203125,47795.8046875,29863.373046875,17985.703125,17848.396484375,20026.310546875,12778.4736328125,9162.1865234375,7751.3134765625,9987.3037109375,9521.646484375,11348.3564453125,8017.81201171875,NaN,5232.052734375
P14854,P14854,COX6B1,Cytochrome c oxidase subunit 6B1,P14854,CX6B1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,44.657536,2,4,3,3,3,3,4,4,4,3,3,3,3,3,3,4,3,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15336.2470703125,12781.4794921875,16071.474609375,14334.939453125,14889.62890625,10542.9658203125,16655.787109375,14127.9423828125,23608.75,8339.072265625,5474.66796875,13469.3369140625,16406.513671875,16842.40625,16563.7421875,14142.564453125,9123.7060546875,6603.5751953125
P14866,P14866,HNRNPL,Heterogeneous nuclear ribonucleoprotein L,P14866,HNRPL_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,51.89414,12,18,14,19,19,16,26,26,30,31,33,32,28,29,23,35,35,36,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30178.42578125,30790.5625,20371.779296875,12107.849609375,18006.328125,11652.1259765625,25574.921875,28765.302734375,28195.6484375,98653.984375,96374.7421875,68838.2421875,32808.40234375,41898.65625,28447.42578125,62407.421875,72401.890625,72891.171875
P14868,P14868,DARS1,"Aspartate--tRNA ligase, cytoplasmic",P14868,SYDC_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,50.837933,17,20,18,22,28,22,25,25,30,25,27,25,28,26,30,31,31,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,66106.203125,62728.3046875,104638.046875,50063.71875,66141.7265625,56673.98046875,62687.08203125,61296.80859375,98713.703125,90270.4453125,99213.375,80311.84375,67911.4921875,66315.421875,72653.9453125,119369.609375,112065.5,88455.8125
P14923,P14923,JUP,Junction plakoglobin,P14923,PLAK_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,56.17315,18,25,3,22,31,16,24,17,19,10,8,7,31,28,27,19,15,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,105208.5625,125476.5078125,1345.3228759765625,62247.21875,139601.171875,42386.44921875,33959.59375,21682.380859375,25249.234375,13485.9462890625,18251.96875,12034.5712890625,120031.0859375,100619.5078125,61719.67578125,22076.39453125,19268.66796875,18577.443359375
P14927,P14927,UQCRB,Cytochrome b-c1 complex subunit 7,P14927,QCR7_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,44.999775,0,0,2,2,2,0,4,3,4,2,2,3,1,2,1,3,3,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,NaN,26590.734375,9426.4345703125,12303.92578125,NaN,13670.267578125,15993.69921875,14269.0283203125,23290.45703125,16122.8642578125,15146.0625,2388.06494140625,3485.7216796875,4366.841796875,10017.1474609375,10620.5673828125,8446.31640625
P15104,P15104,GLUL,Glutamine synthetase,P15104,GLNA_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,50.2628,6,4,4,6,7,6,7,7,7,0,0,1,3,4,3,5,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25964.1640625,26197.494140625,29238.728515625,23636.998046875,46598.12890625,16654.87109375,34870.796875,27753.783203125,22700.720703125,NaN,NaN,6038.5654296875,4851.55712890625,3580.9814453125,2931.6123046875,10296.9189453125,NaN,3321.160400390625
P15121,P15121,AKR1B1,Aldo-keto reductase family 1 member B1,P15121,ALDR_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,44.288345,1,2,4,2,0,1,6,3,9,2,0,3,4,1,2,8,3,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,68666.4609375,8701.080078125,27388.97265625,2041.1793212890625,NaN,932.86376953125,8264.302734375,6028.52099609375,23729.494140625,6838.1337890625,NaN,10200.619140625,3284.06640625,1929.995361328125,970.2407836914062,23054.521484375,3706.8798828125,4028.31005859375
P15170,P15170,GSPT1,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,P15170,ERF3A_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,50.085403,4,3,6,7,9,7,13,12,15,1,1,1,3,3,2,9,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22576.64453125,15246.3759765625,37354.953125,25447.392578125,26904.939453125,28011.060546875,47206.0234375,50505.3046875,69731.3203125,3758.89404296875,1801.8057861328125,6538.74755859375,3101.774169921875,3412.640380859375,3936.049072265625,19568.279296875,3143.520751953125,1045.2498779296875
P15311,P15311,EZR,Ezrin,P15311,EZRI_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,53.258934,8,10,19,21,20,19,27,19,31,23,23,28,26,22,24,32,25,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29802.65625,42598.21484375,106312.2265625,49120.0234375,67476.03125,42684.1015625,56379.375,43206.8671875,145894.375,123979.765625,110972.6640625,95018.15625,62443.1328125,57442.7890625,65220.5,161729.171875,70635.953125,64889.41796875
P15374,P15374,UCHL3,Ubiquitin carboxyl-terminal hydrolase isozyme L3,P15374,UCHL3_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,48.34581,0,0,3,2,4,2,5,4,6,1,0,1,1,2,2,5,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,NaN,12978.677734375,10377.623046875,17273.796875,5260.1025390625,15510.134765625,13457.8486328125,17688.833984375,2963.71826171875,NaN,4733.6572265625,6169.560546875,2588.237548828125,4021.7900390625,13039.6220703125,1267.718017578125,NaN
P15531,P15531,NME1,Nucleoside diphosphate kinase A,P15531,NDKA_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,49.624256,4,7,10,7,9,9,12,11,12,7,5,9,8,10,10,12,7,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13477.30078125,17912.228515625,42347.15234375,31489.501953125,20033.53515625,20166.45703125,46297.0078125,35085.34765625,73680.1640625,18412.978515625,13759.970703125,23759.7890625,32995.50390625,26209.64453125,24860.64453125,71023.390625,18673.619140625,19552.068359375
P15586,P15586,GNS,N-acetylglucosamine-6-sulfatase,P15586,GNS_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,40.00799,2,3,3,5,4,4,5,5,5,2,2,3,5,4,3,5,3,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8055.0224609375,14323.2568359375,13167.8505859375,37468.05078125,21901.607421875,26489.08203125,16068.6923828125,14674.0693359375,15868.6328125,11887.6083984375,13792.291015625,10552.5966796875,12226.4697265625,9296.794921875,8977.8896484375,9679.4228515625,6207.380859375,7760.37255859375
P15735,P15735,PHKG2,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform",P15735,PHKG2_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,45.730507,1,3,2,6,4,3,7,7,7,3,4,4,5,5,3,7,5,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25276.033203125,36782.0390625,51806.0703125,14530.1728515625,36476.33984375,7557.64990234375,20338.35546875,25106.2734375,19679.47265625,18848.734375,30303.8671875,25298.84375,14186.8681640625,23562.796875,36611.00390625,22661.3203125,8383.2060546875,25586.990234375
P15880,P15880,RPS2,40S ribosomal protein S2,P15880,RS2_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,53.565598,22,18,21,19,22,21,22,24,25,23,26,24,22,19,22,26,24,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,458569.1875,268593.40625,384831.78125,156823.4375,147111.546875,139993.03125,211706.984375,227293.234375,311250.9375,449312.8125,587045.25,341656.28125,148746.40625,122964.5234375,177738.140625,391319.8125,388297.71875,380010.5625
P15884;Q99081,P15884;Q99081,TCF4;TCF12,Transcription factor 4;Transcription factor 12,P15884;Q99081,ITF2_HUMAN;HTF4_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0.0019157088122605363,37.323364,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1179.1041259765625,NaN,NaN,1033.296142578125,900.1736450195312,NaN,NaN,1674.46533203125,1083.8524169921875,880.5679321289062
P15924,P15924,DSP,Desmoplakin,P15924,DESP_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,59.25273,86,91,11,69,117,54,80,55,64,58,74,79,125,107,113,113,115,104,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,61097.6484375,59334.6015625,6825.6708984375,16006.8984375,42866.2578125,9383.921875,10608.4501953125,7712.90673828125,8277.0341796875,15603.634765625,22743.65234375,23862.638671875,59070.21875,35687.671875,36532.30859375,30372.919921875,30890.12890625,24437.205078125
P15927,P15927,RPA2,Replication protein A 32 kDa subunit,P15927,RFA2_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,51.431118,14,15,15,22,21,24,22,21,22,18,20,21,25,18,21,25,21,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80399.5390625,87962.3984375,70406.03125,178585.921875,128005.4140625,136987.703125,66692.1015625,63824.0546875,61866.70703125,104848.7578125,96016.21875,96931.5234375,159986.703125,186697.9375,157407.953125,87447.9765625,107586.6484375,97931.3125
P16070,P16070,CD44,CD44 antigen,P16070,CD44_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,46.13622,0,2,2,1,2,2,3,2,3,2,2,2,2,3,2,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,9744.1728515625,25224.708984375,11879.390625,8674.90625,10999.5380859375,10185.0791015625,11608.0634765625,17971.416015625,5056.7060546875,3523.661865234375,12775.88671875,7580.96875,189.65675354003906,8595.818359375,12197.087890625,4104.7001953125,5152.5166015625
P16152,P16152,CBR1,Carbonyl reductase [NADPH] 1,P16152,CBR1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,59.25273,0,0,4,2,6,3,5,1,7,3,3,4,6,5,6,7,2,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,NaN,32256.01171875,10360.8408203125,20128.935546875,2773.949462890625,16749.291015625,10068.64453125,27231.7109375,23972.7265625,17231.451171875,25205.79296875,15311.423828125,14390.951171875,18597.86328125,26043.53125,15710.8759765625,10994.81640625
P16220,P16220,CREB1,Cyclic AMP-responsive element-binding protein 1,P16220,CREB1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,53.025257,1,0,0,3,3,3,2,2,2,1,1,1,3,3,2,2,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22618.10546875,NaN,NaN,12156.8251953125,10137.5419921875,8888.1875,10707.333984375,9422.9677734375,10443.8740234375,44672.26953125,35620.57421875,37516.46484375,4922.52783203125,4035.96875,3425.647705078125,17796.109375,NaN,NaN
P16278,P16278,GLB1,Beta-galactosidase,P16278,BGAL_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,50.204758,0,0,0,2,3,2,0,0,1,0,0,0,3,1,3,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,NaN,NaN,1850.256591796875,6613.55908203125,1411.684814453125,NaN,NaN,3295.7421875,NaN,NaN,NaN,5777.5205078125,3221.569580078125,2468.887451171875,1012.663330078125,1050.4993896484375,405.4493713378906
